,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
25820,25820,25820,25820,25820,26098,1967,1431338216930435082,1431337949279526915,1630092598000.0,2021-08-27 15:29:58,-400,,@swin24 Do it.  https://t.co/YqqgkAUhjx,en,[],[],47152545,47152545,NSlayton,Nicholas Slayton,5,15,https://twitter.com/NSlayton/status/1431338216930435082,[],['https://pbs.twimg.com/tweet_video_thumb/E90ihMuUcAI107L.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ihMuUcAI107L.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'swin24', 'name': 'Asawin Suebsaeng', 'id': '44688778'}]",,,,,Do it.,True,2
44915,44915,44915,44915,44915,45369,1165,1431481643332554757,1431481643332554757,1630126794000.0,2021-08-28 00:59:54,-400,,Want to hear a little #PiedPiper by @BTS_twt on the radio??🎶  Tune in now to the KXFM app 💜  @BTS_twt #BTS #BTSARMY @RandiLavik @TheDropSound ~🔮  https://t.co/FlHMa6t7cf,en,"['piedpiper', 'bts', 'btsarmy']",[],1191356156440195072,1191356156440195072,BTSxNrthWst,²⁰¹³BTS x NorthWest⁷,6,0,https://twitter.com/BTSxNrthWst/status/1431481643332554757,[],['https://pbs.twimg.com/tweet_video_thumb/E92k9wpUUAoZzVt.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92k9wpUUAoZzVt.jpg,False,1,0,1,,.gif,,,,,,,[],,,,,Want to hear a little PiedPiper by  twt on the radio??🎶 Tune in now to the KXFM app 💜  twt BTS BTSARMY ~🔮,False,23
18148,18148,18148,18148,18148,18358,269,1431287889913163779,1431283134377693193,1630080599000.0,2021-08-27 12:09:59,-400,,@snowdriftmoon @ambient_gf literally you  https://t.co/bByvRV6zEs,en,[],[],886542764,886542764,tadkins613,Taylor Adkins,5,12,https://twitter.com/tadkins613/status/1431287889913163779,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0v2lXMAw7SFS.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0v2lXMAw7SFS.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'snowdriftmoon', 'name': 'jack 🌙', 'id': '415846671'}, {'screen_name': 'ambient_gf', 'name': '🌘 𝕸𝖆𝖗𝖆 🌒', 'id': '889518677401493504'}]",,,,, gf literally you,True,3
24406,24406,24406,24406,24406,24676,545,1431338368869142531,1431338368869142531,1630092634000.0,2021-08-27 15:30:34,-400,,naur cuz why are the picking on us out of all the fandoms you think all the 33k qrts were atinys man i wish we could ratio like that  https://t.co/UpjInyngUF,en,[],[],1372138049631514630,1372138049631514630,jwybf,athi ! atz cb 13/09,5,15,https://twitter.com/jwybf/status/1431338368869142531,[],['https://pbs.twimg.com/tweet_video_thumb/E90ip8aUUAEcha3.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ip8aUUAEcha3.jpg,False,2,0,0,,.gif,,,,,,,[],,,,,naur cuz why are the picking on us out of all the fandoms you think all the 33k qrts were atinys man i wish we could ratio like that,False,29
13776,13776,13776,13776,13776,13928,1871,1431244489708945412,663028779799851008,1630070252000.0,2021-08-27 09:17:32,-400,,@justinbieber ugh we luv u too  https://t.co/APh3qXMQYo,en,[],[],1148768199615365121,1148768199615365121,alonervampire,𝐥𝐢𝐥𝐢𝐭𝐡.,5,9,https://twitter.com/alonervampire/status/1431244489708945412,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNRXYXsAUM25j.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNRXYXsAUM25j.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'justinbieber', 'name': 'Justin Bieber', 'id': '27260086'}]",,,,,ugh we luv u too,True,5
28886,28886,28886,28886,28886,29194,1038,1431373727942520841,1431373709747572744,1630101065000.0,2021-08-27 17:51:05,-400,, https://t.co/zOql13wvU2,und,[],[],1114942996657647616,1114942996657647616,PursuingPixels,Pursuing Pixels | Indie & Retro Gaming🎙📺🕹👾,5,17,https://twitter.com/PursuingPixels/status/1431373727942520841,[],['https://pbs.twimg.com/tweet_video_thumb/E91CUA6XMAUIR-w.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91CUA6XMAUIR-w.jpg,False,0,1,0,,.gif,,,,,,,[],,,,,,False,0
3854,3854,3854,3854,3854,3894,1876,1431097699839840259,1431059151472381953,1630035254000.0,2021-08-26 23:34:14,-400,,@qpiyak ⠀    ˒⠀𓆙  ִֶָ   ping  🛎️   welcome h𝘰𝘰man ˒  rub this 𝐭𝐰𝐢𝐜𝐞 to get 𝕤𝕠𝕞𝕖𝕥𝕙𝕚𝕟𝕘 。。u—uh oh?  you did it?  😶   yeαααy ！you`ve gαined ⨾  🎫  +1 of 𝐠𝐨𝐨𝐝 𝐥𝐮𝐜𝐤 fwor todααy ！𝕕-dengkyu ˒  pwease don`t fowget  ✦៸៸  to 𝕤𝕞𝕚𝕝𝕖𝕖   ˃ᆺ ˂  ⠀  https://t.co/xVQSfK7vip,en,[],[],1565550822,1565550822,anhiety,àaaci ɾᥲᥲωɾ 🦕,4,23,https://twitter.com/anhiety/status/1431097699839840259,[],['https://pbs.twimg.com/tweet_video_thumb/E9xHwwvUYAMPE6b.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xHwwvUYAMPE6b.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'qpiyak', 'name': '🍓🦕🐣 BILUBELIBOLUBULUBOLABALUBULETBULUKBLUBUKBLUBUK', 'id': '1297485947324440579'}]",,,,,⠀ ˒⠀𓆙 ִֶָ ping 🛎️ welcome h𝘰𝘰man ˒ rub this 𝐭𝐰𝐢𝐜𝐞 to get 𝕤𝕠𝕞𝕖𝕥𝕙𝕚𝕟𝕘 。。u—uh oh? you did it? 😶 yeαααy ！you`ve gαined ⨾ 🎫 +1 of 𝐠𝐨𝐨𝐝 𝐥𝐮𝐜𝐤 fwor todααy ！𝕕-dengkyu ˒ pwease don`t fowget ✦៸៸ to 𝕤𝕞𝕚𝕝𝕖𝕖 ˃ᆺ ˂ ⠀,True,42
13412,13412,13412,13412,13412,13562,1505,1431244530087456770,1431212763867594753,1630070261000.0,2021-08-27 09:17:41,-400,,@nr3zzah_  https://t.co/luIixLCcBr,und,[],[],405380663,405380663,anisazham_,dksltm,5,9,https://twitter.com/anisazham_/status/1431244530087456770,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNT1aVUAE2cDn.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNT1aVUAE2cDn.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, ,False,0
20962,20962,20962,20962,20962,21196,1089,1431307655251996672,1430994630917689352,1630085312000.0,2021-08-27 13:28:32,-400,,@EG5X_  https://t.co/EixhwnrrrI,und,[],[],352997509,352997509,fahdalhozaim,فهد الحزيم | FAHD ALHOZAIM,5,13,https://twitter.com/fahdalhozaim/status/1431307655251996672,[],['https://pbs.twimg.com/tweet_video_thumb/E90GuKYX0Aw2ZkY.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90GuKYX0Aw2ZkY.jpg,False,1,0,0,,.gif,,,,,,,[],,,,, ,False,0
10868,10868,10868,10868,10868,10987,937,1431231261100683270,1431088115515465730,1630067098000.0,2021-08-27 08:24:58,-400,,@Kyle_Beckley  https://t.co/fhEWaVJjKE,und,[],[],87182235,87182235,DahntaysDawg,J-Rod,5,8,https://twitter.com/DahntaysDawg/status/1431231261100683270,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBPl0XoAgGMVp.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBPl0XoAgGMVp.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, Beckley,False,1
26084,26084,26084,26084,26084,26366,223,1431354989541158913,1431313823470813193,1630096597000.0,2021-08-27 16:36:37,-400,,@usabjnt  https://t.co/NhnT773DDS,und,[],[],1307726126,1307726126,slim_Lew,Lewther 🤌🏾 Vandross,5,16,https://twitter.com/slim_Lew/status/1431354989541158913,[],['https://pbs.twimg.com/tweet_video_thumb/E90xxhCVcAAV1OT.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xxhCVcAAV1OT.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
17536,17536,17536,17536,17536,17740,1664,1431270929183739910,1431226191730679823,1630076555000.0,2021-08-27 11:02:35,-400,,@Panthers Oh that’s Big Pep all day!!!  https://t.co/hmQNxJ4tON,en,[],[],273168077,273168077,BeingCam,Thick Ma$e,5,11,https://twitter.com/BeingCam/status/1431270929183739910,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlUmnWYAEyh6c.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlUmnWYAEyh6c.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Panthers', 'name': 'Carolina Panthers', 'id': '56443153'}]",,,,,Oh that’s Big Pep all day!!!,True,6
42118,42118,42118,42118,42118,42541,337,1431469219594620930,1431465127673581568,1630123832000.0,2021-08-28 00:10:32,-400,,@rtv_thunder  https://t.co/HUqbqJgqDZ,und,[],[],1276379905073258496,1276379905073258496,tiffsaccountant,reem,6,0,https://twitter.com/tiffsaccountant/status/1431469219594620930,[],['https://pbs.twimg.com/tweet_video_thumb/E92ZqmsXoAI9FnG.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92ZqmsXoAI9FnG.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, thunder,False,1
32141,32141,32141,32141,32141,32475,314,1431403943779868675,1431403943779868675,1630108269000.0,2021-08-27 19:51:09,-400,,"@tagawaku ご参加ありがとうございます😃  結果は… ごめんなさい、ハズレです😢  8/29(日)まで毎日チャレンジ‼️  そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍  詳細▶ https://t.co/VRDlBLrFX5  https://t.co/hC8kOd7F32",ja,[],[],911047687679516672,911047687679516672,NitoriOfficial,NITORI,5,19,https://twitter.com/NitoriOfficial/status/1431403943779868675,['https://bit.ly/3zGXunA?t=1630108268902'],['https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"ご参加ありがとうございます😃 結果は… ごめんなさい、ハズレです😢 8/29(日)まで毎日チャレンジ‼️ そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍 詳細▶",False,8
24243,24243,24243,24243,24243,24509,378,1431338386833428481,1431338225805643777,1630092639000.0,2021-08-27 15:30:39,-400,,@Metropoles @AmendoncaAGU @PTnoSenado @jairbolsonaro @STF_oficial @guilherme_amado  https://t.co/6tsij672Kj,und,[],[],1144812869273489408,1144812869273489408,tatuturema,tatuturema,5,15,https://twitter.com/tatuturema/status/1431338386833428481,[],['https://pbs.twimg.com/tweet_video_thumb/E90iq9iXMAMfImD.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90iq9iXMAMfImD.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Metropoles', 'name': 'Metrópoles (de 🏠)', 'id': '3331429624'}, {'screen_name': 'AmendoncaAGU', 'name': 'André Mendonça', 'id': '1086021738163523584'}, {'screen_name': 'PTnoSenado', 'name': 'PT no Senado', 'id': '87677475'}, {'screen_name': 'jairbolsonaro', 'name': 'Jair M. Bolsonaro', 'id': '128372940'}, {'screen_name': 'STF_oficial', 'name': 'STF', 'id': '68313718'}]",,,,, oficial  amado,True,2
28364,28364,28364,28364,28364,28669,513,1431373789514842113,1431089964654137347,1630101079000.0,2021-08-27 17:51:19,-400,,@chelsiewrath Little Monsters  https://t.co/RxObEdK8CA,en,[],[],1018306800091885568,1018306800091885568,EmpressEdge,Edgy (Joker arc),5,17,https://twitter.com/EmpressEdge/status/1431373789514842113,[],['https://pbs.twimg.com/tweet_video_thumb/E91C3zOUcAQAHAU.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91C3zOUcAQAHAU.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'chelsiewrath', 'name': 'Chels🦇', 'id': '703251273320161280'}]",,,,,Little Monsters,True,2
44555,44555,44555,44555,44555,45007,803,1431481705072898048,1431481705072898048,1630126808000.0,2021-08-28 01:00:08,-400,,Joined @FaZeClan  https://t.co/lTGH8HKtTv,en,[],[],1183479583334637568,1183479583334637568,Sanveoma_,Sanveoma,6,1,https://twitter.com/Sanveoma_/status/1431481705072898048,[],['https://pbs.twimg.com/tweet_video_thumb/E92lBJTWQAMD4P5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92lBJTWQAMD4P5.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,Joined,False,1
26710,26710,26710,26710,26710,26996,853,1431354916333924354,1431352993014767616,1630096579000.0,2021-08-27 16:36:19,-400,,@MasterGamer2853  https://t.co/CsbT1ac432,und,[],[],1353459491258437632,1353459491258437632,pitchtheripoff1,pitch™,5,16,https://twitter.com/pitchtheripoff1/status/1431354916333924354,[],['https://pbs.twimg.com/tweet_video_thumb/E90xtNQWEAcfmcG.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xtNQWEAcfmcG.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,,False,0
48450,48450,48450,48450,48450,48945,726,1431516599148744706,1431506684086730753,1630135128000.0,2021-08-28 03:18:48,-400,,@nftfreaks  https://t.co/OjkAIZtSCr,und,[],[],3295735358,3295735358,cryptoandanalog,crypto kid and analog dad,6,3,https://twitter.com/cryptoandanalog/status/1431516599148744706,[],['https://pbs.twimg.com/tweet_video_thumb/E93EwaHWEAAcWw1.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93EwaHWEAAcWw1.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
9869,9869,9869,9869,9869,9977,1934,1431208622017564673,1431206458100572166,1630061700000.0,2021-08-27 06:55:00,-400,,@THALAPATHYabi_ @actorvijay  https://t.co/Vn8jRgtI7O,und,[],[],1306869716535795712,1306869716535795712,Thalapathyabiv1,𝗧𝗛𝗔𝗟𝗔𝗣𝗔𝗧𝗛𝗬𝗔𝗕𝗜 𝗩𝗙𝗖,5,6,https://twitter.com/Thalapathyabiv1/status/1431208622017564673,[],['https://pbs.twimg.com/tweet_video_thumb/E9yspnNVIAoYzlP.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yspnNVIAoYzlP.jpg,False,1,0,0,,.gif,,,,,,,"[{'screen_name': 'THALAPATHYabi_', 'name': 'கில்லி வெறியன் \uea00', 'id': '985161201792331776'}]",,,,, ,True,0
42708,42708,42708,42708,42708,43141,937,1431469102514810881,1431469102514810881,1630123804000.0,2021-08-28 00:10:04,-400,,Great parents leave their kids for people they barely know...  I'm sure they also enjoy withdrawal...  https://t.co/ClpQijt8mI,en,[],[],2607885848,2607885848,kevbarta,Kevin Barta,6,0,https://twitter.com/kevbarta/status/1431469102514810881,[],['https://pbs.twimg.com/tweet_video_thumb/E92ZhNUXEAI-c9G.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92ZhNUXEAI-c9G.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Great parents leave their kids for people they barely know... I'm sure they also enjoy withdrawal...,False,16
36166,36166,36166,36166,36166,36536,361,1431435094019936264,1431372905112297474,1630115695000.0,2021-08-27 21:54:55,-400,,@Keem_113 I frickin’ loved it! 🥰🥰🥰  https://t.co/fcU7nH81Dh,en,[],[],958518092887359488,958518092887359488,KeriA1776,Ceresa,5,21,https://twitter.com/KeriA1776/status/1431435094019936264,[],['https://pbs.twimg.com/tweet_video_thumb/E916oNUWYAIqrfW.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916oNUWYAIqrfW.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Keem_113', 'name': 'Keem113', 'id': '1377806448734957568'}]",,,,, 113 I frickin’ loved it! 🥰🥰🥰,True,6
2835,2835,2835,2835,2835,2865,847,1431097843536646145,1431081983799541760,1630035289000.0,2021-08-26 23:34:49,-400,,@peterw @OfficiallyLBJ  https://t.co/pn6cU4orXq,und,[],[],44267591,44267591,Mardukian,Mega Duck Cougar Boy,4,23,https://twitter.com/Mardukian/status/1431097843536646145,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH5ShUcAIRMUu.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH5ShUcAIRMUu.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'peterw', 'name': 'peter', 'id': '51021337'}]",,,,,,True,0
25839,25839,25839,25839,25839,26117,1986,1431338215265423362,1431338215265423362,1630092598000.0,2021-08-27 15:29:58,-400,,you’ll love it here  https://t.co/aVxGmXBXay,en,[],[],159195096,159195096,monarchandmuse,MONARCH & MUSE,5,15,https://twitter.com/monarchandmuse/status/1431338215265423362,[],['https://pbs.twimg.com/tweet_video_thumb/E90ihKdXEAIaZDZ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ihKdXEAIaZDZ.jpg,False,1,0,0,https://twitter.com/lilghau/status/1431337806052352000,.gif,,,,,,,[],,,,,you’ll love it here,False,4
5426,5426,5426,5426,5426,5489,1453,1431145481120403456,1431145481120403456,1630046646000.0,2021-08-27 02:44:06,-400,,Mood  https://t.co/TCRWkVu3B1,en,[],[],1348195346153816064,1348195346153816064,m4k1_n4m1,二元性 🌗,5,2,https://twitter.com/m4k1_n4m1/status/1431145481120403456,[],['https://pbs.twimg.com/tweet_video_thumb/E9xzOUCXIAQJ1FG.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xzOUCXIAQJ1FG.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Mood,False,1
7809,7809,7809,7809,7809,7894,1856,1431175923122855937,1431175923122855937,1630053904000.0,2021-08-27 04:45:04,-400,,"30.12, 76.59, 1012.5, 不快指数 82.58304892 #お家が観測所 #島根県 #島根県出雲市 :2970.020210827174301  https://t.co/628GAPpFro",ja,"['お家が観測所', '島根県', '島根県出雲市']",[],792260227513065473,792260227513065473,WxBeacon0002,WxBeacon-0002,5,4,https://twitter.com/WxBeacon0002/status/1431175923122855937,[],['https://pbs.twimg.com/tweet_video_thumb/E9yO6mnVkAIVPrE.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yO6mnVkAIVPrE.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"30.12, 76.59, 1012.5, 不快指数 82.58304892 お家が観測所 島根県 島根県出雲市 :2970.020210827174301",False,9
330,330,330,330,330,334,334,1431097905947951104,1431097905947951104,1630035303000.0,2021-08-26 23:35:03,-400,,|.|.|.|.|.|.|........  https://t.co/de4LkAgS7a,und,[],[],874207653668339712,874207653668339712,voor_nacht,five555,4,23,https://twitter.com/voor_nacht/status/1431097905947951104,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH87uUYAM-8ux.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH87uUYAM-8ux.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,|.|.|.|.|.|.|........,False,1
10327,10327,10327,10327,10327,10438,388,1431231327450243080,1431193347113111554,1630067114000.0,2021-08-27 08:25:14,-400,,@kanahei_ おめでとうございます😊 いつも楽しく使わせて頂いております🤩🐰🐥✨  https://t.co/DYpN6wPWMn,ja,[],[],1350852688968179712,1350852688968179712,FhdUNrKEn8ZI58m,さといも,5,8,https://twitter.com/FhdUNrKEn8ZI58m/status/1431231327450243080,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBTM-VQA4pK6T.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBTM-VQA4pK6T.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'kanahei_', 'name': 'カナヘイ🐤🐰はさまれストアin大阪 8/29まで', 'id': '106361099'}]",,,,,  おめでとうございます😊 いつも楽しく使わせて頂いております🤩🐰🐥✨,True,2
6639,6639,6639,6639,6639,6710,672,1431176171455143939,1431172024131522560,1630053963000.0,2021-08-27 04:46:03,-400,,@Asquidistancia Cabroncete  https://t.co/dRUFwEA0GX,es,[],[],622184050,622184050,IndhaLezzio,IndhaLezzio,5,4,https://twitter.com/IndhaLezzio/status/1431176171455143939,[],['https://pbs.twimg.com/tweet_video_thumb/E9yPI1TXEAUxLtw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yPI1TXEAUxLtw.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Asquidistancia', 'name': 'Asqui 🎀', 'id': '1187045626208555008'}]",,,,,Cabroncete,True,1
18270,18270,18270,18270,18270,18480,391,1431287879930716164,1431285438422081543,1630080597000.0,2021-08-27 12:09:57,-400,,@SpursyDave @thfcholly @SpursOfficial happily  https://t.co/BDtBgKAC50,en,[],[],1352939879487987712,1352939879487987712,thelittlesenn,Louis 🇮🇹,5,12,https://twitter.com/thelittlesenn/status/1431287879930716164,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0vLoXIAUDAKI.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0vLoXIAUDAKI.jpg,False,1,0,0,,.gif,,,,,,,"[{'screen_name': 'SpursyDave', 'name': 'Dave \uea00', 'id': '857250594624610310'}, {'screen_name': 'thfcholly', 'name': 'hol♡', 'id': '229475619'}, {'screen_name': 'SpursOfficial', 'name': 'Tottenham Hotspur', 'id': '121402638'}]",,,,,happily,True,1
381,381,381,381,381,385,385,1431097900252078086,1431093851050201090,1630035302000.0,2021-08-26 23:35:02,-400,,@ogunjavier @Tochadas_01 Y un mano floja? Noooo para ellas esos son los Favoritos! Los papi papi que tienen mano floja y las tratan como trapo!!  https://t.co/AtWLV2iWlh,es,[],[],78417683,78417683,MrCandeloso,CANDELOSO /,4,23,https://twitter.com/MrCandeloso/status/1431097900252078086,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH88BVQAAoOl1.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH88BVQAAoOl1.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ogunjavier', 'name': 'yulmer', 'id': '800811452'}, {'screen_name': 'Tochadas_01', 'name': 'Tochadas_01', 'id': '845540678'}]",,,,, 01 Y un mano floja? Noooo para ellas esos son los Favoritos! Los papi papi que tienen mano floja y las tratan como trapo!!,True,24
29028,29028,29028,29028,29028,29338,1182,1431373712058630145,1427745495561211908,1630101061000.0,2021-08-27 17:51:01,-400,,@ann_gelik_  https://t.co/vgFqadVjIv,und,[],[],726512679318372352,726512679318372352,LoganAlen,Tommy Shelby.,5,17,https://twitter.com/LoganAlen/status/1431373712058630145,[],['https://pbs.twimg.com/tweet_video_thumb/E91Cym3X0AMhINi.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91Cym3X0AMhINi.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, gelik ,False,1
17605,17605,17605,17605,17605,17809,1733,1431270922854404098,1431270922854404098,1630076554000.0,2021-08-27 11:02:34,-400,, https://t.co/nE6E4gpVq7,und,[],[],1607607644,1607607644,Izharianz,Achoi,5,11,https://twitter.com/Izharianz/status/1431270922854404098,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlUGgUUAUcYK9.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlUGgUUAUcYK9.jpg,False,0,0,0,https://twitter.com/cfcmod_/status/1431257444282507265,.gif,,,,,,,[],,,,,,False,0
42155,42155,42155,42155,42155,42578,374,1431469212438974467,1431443553624879110,1630123830000.0,2021-08-28 00:10:30,-400,,@Skorepe0n You would quit after a week  https://t.co/CFRbN6wZP7,en,[],[],3065420732,3065420732,Psylint,Christian 🌊,6,0,https://twitter.com/Psylint/status/1431469212438974467,[],['https://pbs.twimg.com/tweet_video_thumb/E92Zp7AUcAUwNDw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92Zp7AUcAUwNDw.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Skorepe0n', 'name': 'Reg', 'id': '748614494394343425'}]",,,,,You would quit after a week,True,6
24467,24467,24467,24467,24467,24739,608,1431338361562750985,1431338361562750985,1630092633000.0,2021-08-27 15:30:33,-400,, https://t.co/hW6L5zhjZC,und,[],[],1403602566781587456,1403602566781587456,SilviaR80477854,Silvia Rivera,5,15,https://twitter.com/SilviaR80477854/status/1431338361562750985,[],['https://pbs.twimg.com/tweet_video_thumb/E90ipl_WUA0F4Vv.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ipl_WUA0F4Vv.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
21127,21127,21127,21127,21127,21361,1254,1431307640198545413,1431303412587671556,1630085308000.0,2021-08-27 13:28:28,-400,,@naosouofabyan essa eu torço msm pqp bleed green jt0  https://t.co/ph9p2EgGro,pt,[],[],1016996120843743232,1016996120843743232,maddvrs,hai,5,13,https://twitter.com/maddvrs/status/1431307640198545413,[],['https://pbs.twimg.com/tweet_video_thumb/E90GtUmX0AYJbCW.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90GtUmX0AYJbCW.jpg,False,0,1,0,,.gif,,,,,,,"[{'screen_name': 'naosouofabyan', 'name': 'groot', 'id': '788256655901396992'}]",,,,,essa eu torço msm pqp bleed green jt0,True,8
35914,35914,35914,35914,35914,36281,106,1431435132930560001,1431232652707835906,1630115705000.0,2021-08-27 21:55:05,-400,,@UOLNoticias Boa meu Capitão!  🇧🇷👍👏👏👏👏🇧🇷  #RenunciaAlexandreDeMoraes  https://t.co/EzO5DTvbx4,pt,['renunciaalexandredemoraes'],[],1351256445795397633,1351256445795397633,CRISTIA33075520,CRISTIAN,5,21,https://twitter.com/CRISTIA33075520/status/1431435132930560001,[],['https://pbs.twimg.com/tweet_video_thumb/E916qTxWUAIHTdK.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916qTxWUAIHTdK.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'UOLNoticias', 'name': 'UOL Notícias', 'id': '14594698'}]",,,,,Boa meu Capitão! 🇧🇷👍👏👏👏👏🇧🇷 RenunciaAlexandreDeMoraes,True,5
18258,18258,18258,18258,18258,18468,379,1431287881751011331,1431287881751011331,1630080597000.0,2021-08-27 12:09:57,-400,,"That's it, one last dance at United for @Cristiano. Fuck, I love football. What an insane transfer window this has been. Happy he's back at United. It was the only suitable place for him to go. End it all on a high.  https://t.co/2Zzr6mF0Wo",en,[],[],1166002522487689221,1166002522487689221,ScottimusArno,Scott Arno 🌎🌍🌏,5,12,https://twitter.com/ScottimusArno/status/1431287881751011331,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0vO1WYAILJ7k.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0vO1WYAILJ7k.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"That's it, one last dance at United for . Fuck, I love football. What an insane transfer window this has been. Happy he's back at United. It was the only suitable place for him to go. End it all on a high.",False,42
